work,source_type,source_ref,mention_text,normalized_text,mention_kind,spatial_type,usage,city,region,country,confidence,context
Unknown,pdf,715,magasin de mode,magasin de mode,generic_spatial_entity,commercial_space,literal,,,,0.800,"Toujours en place : « Catherine Harley », « Cactus Bazar », « La Maison du Lot-et-Garonne », le magasin de mode avec une armoire en guise de porte."
Unknown,pdf,717,Mabillon,Mabillon,named_place,other,literal,Paris,Île-de-France,France,0.950,Je passe souvent au carrefour Mabillon.
Unknown,pdf,717,Jussieu,Jussieu,named_place,other,literal,Paris,Île-de-France,France,0.950,pour prendre le métro qui me ramène à Jussieu.
Unknown,pdf,717,Ségur,Ségur,named_place,other,literal,Paris,Île-de-France,France,0.950,"qui, l’année dernière, me ramenait à Ségur."
Unknown,pdf,717,Grenoble,Grenoble,named_place,city,literal,Grenoble,Auvergne-Rhône-Alpes,France,0.950,Dans le train entre Paris et Grenoble.
Unknown,pdf,717,rue de Seine,rue de Seine,named_place,street,literal,Paris,Île-de-France,France,0.950,où je vécus rue de Seine.
Unknown,pdf,717,« Aux Trois Canettes »,Aux Trois Canettes,named_place,commercial_space,literal,Paris,Île-de-France,France,0.950,Nous avions dîné « Aux Trois Canettes ».
Unknown,pdf,717,« Old Navy »,Old Navy,named_place,commercial_space,literal,Paris,Île-de-France,France,0.950,"et nous avions bu plusieurs armagnacs et whiskies (elle le whisky, moi l’armagnac) au « Old Navy »."
Unknown,pdf,721,rue Lacépède,rue Lacépède,named_place,street,literal,Paris,,France,0.950,Mentionnée dans une adresse contenant des indications sur les commerces.
Unknown,pdf,721,place,place,generic_spatial_entity,public_space,literal,,,,0.800,Mentionnée en rapport avec des voitures et vélomoteurs à l'arrêt.
Unknown,pdf,721,rue du Cardinal-Lemoine,rue du Cardinal-Lemoine,named_place,street,literal,Paris,,France,0.950,Mentionnée dans une adresse pour le bail des commerces.
Unknown,pdf,721,Auberge de la Pomme de Pin,Auberge de la Pomme de Pin,named_place,building,literal,,,,0.800,Mentionnée sous l'échafaudage mobile en restauration.
Unknown,pdf,720,Place de La Contrescarpe,Place de La Contrescarpe,named_place,square,literal,Paris,Île-de-France,France,0.950,Mentioned as a café location.
Unknown,pdf,720,rue Blainville,rue Blainville,named_place,street,literal,Paris,Île-de-France,France,0.950,Describes a signal related to the street.
Unknown,pdf,720,rue Mouffetard,rue Mouffetard,named_place,street,literal,Paris,Île-de-France,France,0.950,Address of a traiteur in the text.
Unknown,pdf,720,café « La Chope »,café « La Chope »,named_place,commercial_space,literal,Paris,Île-de-France,France,0.950,Quoted context describing a specific café.
Unknown,pdf,720,restaurant : « L’Île de Crète »,restaurant : « L’Île de Crète »,named_place,commercial_space,literal,Paris,Île-de-France,France,0.950,Describes a restaurant on the way.
Unknown,pdf,720,restaurant : « Le Requin Chagrin »,restaurant : « Le Requin Chagrin »,named_place,commercial_space,literal,Paris,Île-de-France,France,0.950,Mentions another restaurant in the vicinity.
Unknown,pdf,720,École française de guitare,École française de guitare,named_place,institution,literal,Paris,Île-de-France,France,0.950,A school mentioned in connection with an affiche.
Unknown,pdf,720,embouteillage,embouteillage,generic_spatial_entity,circulation,literal,,,,0.800,Refers to a traffic situation impacting visibility.
Unknown,pdf,718,rue de l’Échaudé,rue de l’Échaudé,named_place,street,literal,Paris,,France,0.950,dans le studio que S[uzanne] me prêtait rue de l’Échaudé.
Unknown,pdf,718,La Rhumerie Martiniquaise,La Rhumerie Martiniquaise,named_place,commercial_space,literal,,,,0.800,c’est à « La Rhumerie Martiniquaise » que P[aulette] et moi sommes allés prendre un verre.
Unknown,pdf,718,café,café,generic_spatial_entity,commercial_space,uncertain,,,,0.800,"nous n’aurions jamais osé le faire consciemment. Du coup, nous n’avons jamais remis les pieds dans ce café."
Unknown,pdf,718,rue de l’Échaudé,rue de l’Échaudé,named_place,street,literal,Paris,,France,0.950,J’y suis pourtant retourné un soir de décembre 68. Je vivais rue de l’Échaudé.
Unknown,pdf,718,Old Navy,Old Navy,named_place,commercial_space,literal,,,,0.800,je l’ai attendue au « Old Navy ».
Unknown,pdf,718,rue de Seine,rue de Seine,named_place,street,literal,Paris,,France,0.950,Des souvenirs plus récents se rattachent à Kate qui a vécu rue de Seine en novembre 73.
Unknown,pdf,718,lit,lit,generic_spatial_entity,micro_place,literal,,,,0.950,Je lui ai apporté un lit (en mousse) et des couvertures.
Unknown,pdf,718,café de la rue de Buci,café de la rue de Buci,named_place,commercial_space,literal,Paris,,France,0.950,le souvenir pénible du dîner dans le petit café de la rue de Buci.
Unknown,pdf,718,Montparnasse,Montparnasse,named_place,district,literal,Paris,,France,0.950,Elle est partie traîner à Montparnasse.
Unknown,pdf,718,quai du métro Mabillon,quai du métro Mabillon,named_place,transport_space,literal,Paris,,France,0.950,sur le quai du métro Mabillon j’ai pris la décision de ne plus la revoir.
Unknown,pdf,722,Balzar,Balzar,named_place,commercial_space,literal,Paris,,France,0.950,"dînant ensuite au « Balzar », il rencontre précisément Brigitte Fossey"
Unknown,pdf,722,Maison de la Pomme de Pin,Maison de la Pomme de Pin,named_place,building,literal,,,,0.800,Il s’agit en fait de la « Maison de la Pomme de Pin »
Unknown,pdf,722,Théâtre de la Plaine,Théâtre de la Plaine,named_place,building,literal,,,,0.800,mise en scène par François Landolt à partir de septembre 1974 au « Théâtre de la Plaine »
Unknown,pdf,724,rue de l’Assomption,rue de l’Assomption,named_place,street,literal,Paris,,France,0.950,il paraît faire allusion à la rue de l’Assomption
Unknown,pdf,724,place Jussieu,place Jussieu,named_place,square,literal,Paris,,France,0.950,Perec ne note en date du dernier jour de l’année qu’une description de la place Jussieu
Unknown,pdf,723,rue Vilin,rue Vilin,named_place,street,literal,Paris,,France,0.950,Il en va de la rue Vilin comme de la rue de l’Assomption.
Unknown,pdf,723,rue de l’Assomption,rue de l’Assomption,named_place,street,literal,Paris,,France,0.950,Il en va de la rue Vilin comme de la rue de l’Assomption.
Unknown,pdf,723,lit,lit,generic_spatial_entity,micro_place,literal,,,,0.950,le matin j’allais dans le lit de mes parents.
Unknown,pdf,723,Halles,Halles,named_place,other,literal,Paris,,France,0.800,mon père qui avait été aux Halles dans la nuit somnolait encore.
Unknown,pdf,727,Ville de Paris,Paris,named_place,city,literal,Paris,,France,0.950,"moderne de la Ville de Paris, l’actuel Palais de Tokyo"
Unknown,pdf,727,Palais de Tokyo,Palais de Tokyo,named_place,building,literal,Paris,,France,0.950,"l’actuel Palais de Tokyo, il sera transféré au Centre Pompidou"
Unknown,pdf,727,Centre Pompidou,Centre Pompidou,named_place,building,literal,Paris,,France,0.950,il sera transféré au Centre Pompidou en 1977
Unknown,pdf,727,Beauvais,Beauvais,named_place,city,literal,Beauvais,,France,0.950,de l’école épiscopale de Beauvais
Unknown,pdf,727,Mabillon,Mabillon,named_place,district,literal,Paris,,France,0.950,"Pour la publication des « réels » de Mabillon, voir le chapeau introductif du texte 2"
Unknown,pdf,725,Mabillon,Mabillon,named_place,micro_place,literal,,,,0.950,Mentioned at the start of the passage.
Unknown,pdf,725,Café « L’Aérium »,Café L’Aérium,named_place,commercial_space,literal,,,,0.950,Located near 'Taride'.
Unknown,pdf,725,l’immeuble « Taride »,immeuble Taride,named_place,building,literal,,,,0.950,Described as being in works.
Unknown,pdf,725,rue Lecourbe,rue Lecourbe,named_place,street,literal,Paris,,France,0.950,Announced as the new address of Hermann.
Unknown,pdf,725,la rue de Buci,rue de Buci,named_place,street,literal,Paris,,France,0.950,Mentioned in the context of various businesses.
Unknown,pdf,725,boulevard Saint-Germain,boulevard Saint-Germain,named_place,street,literal,Paris,,France,0.950,Mentioned with several businesses and restaurants.
Unknown,pdf,725,Église Saint-Germain,Église Saint-Germain,named_place,building,literal,Paris,,France,0.950,Referenced in relation to a tourism sign.
Unknown,pdf,725,l’Odéon,l’Odéon,named_place,building,literal,Paris,,France,0.800,Used to describe direction relative to another building.
Unknown,pdf,726,Café “L’Aérium”,Café “L’Aérium”,named_place,commercial_space,literal,,,,0.950,"Il s’agit en fait de “L’Atrium”, qui figure bien sous ce nom..."
Unknown,pdf,726,L’Atrium,L’Atrium,named_place,public_space,literal,Paris,,France,0.950,"Il s’agit en fait de “L’Atrium”, qui figure bien sous ce nom..."
Unknown,pdf,726,le café “Le Mabillon”,le café “Le Mabillon”,named_place,commercial_space,literal,Paris,,France,0.950,Var. texte publié : « le café “Le Mabillon” ».
Unknown,pdf,726,musée du Louvre,musée du Louvre,named_place,institution,literal,Paris,,France,0.950,la première eut lieu la même année au musée du Louvre...
Unknown,pdf,726,musée national d’Art moderne,musée national d’Art moderne,named_place,institution,literal,Paris,,France,0.950,tandis que la deuxième se tenait au musée national d’Art moderne...
Unknown,pdf,726,Grand Palais,Grand Palais,named_place,building,literal,Paris,,France,0.950,seule la troisième exposition est mentionnée (qui eut lieu en 1974 au Grand Palais)...
Unknown,pdf,728,Tunis,Tunis,named_place,city,literal,Tunis,,Tunisie,0.950,L'avion qui me ramène de Tunis à Paris
Unknown,pdf,728,Paris,Paris,named_place,city,literal,Paris,,France,0.950,L'avion qui me ramène de Tunis à Paris
Unknown,pdf,728,place d’Italie,place d’Italie,named_place,square,literal,Paris,,France,0.950,je passe place d’Italie
Unknown,pdf,728,avenue de Ségur,avenue de Ségur,named_place,street,literal,Paris,,France,0.950,quand j’habitais avenue de Ségur
Unknown,pdf,728,Gobelins,Gobelins,named_place,other,literal,Paris,,France,0.800,que je vais assez souvent aux Gobelins
Unknown,pdf,728,Faidherbe,Faidherbe,named_place,other,literal,Paris,,France,0.800,"à la station de métro, id est sous la Place"
Unknown,pdf,728,Daumesnil,Daumesnil,named_place,other,literal,Paris,,France,0.800,changer à Daumesnil
Unknown,pdf,728,Sèvres-Lecourbe,Sèvres-Lecourbe,named_place,other,literal,Paris,,France,0.800,descendre à Sèvres-Lecourbe
Unknown,pdf,728,Seine,Seine,named_place,water,literal,,,France,0.950,au bord de la Seine
Unknown,pdf,728,Saint-Marc,Saint-Marc,named_place,other,literal,,,,0.400,l’usine de la lessive Saint-Marc
Unknown,pdf,728,café,café,generic_spatial_entity,commercial_space,literal,,,,0.800,le café où nous avons tourné la scène
Unknown,pdf,730,Souillac,Souillac,named_place,city,literal,Souillac,,France,0.950,de la prune de chez Roque à Souillac
Unknown,pdf,730,place d’Italie,place d’Italie,named_place,square,literal,Paris,,France,0.950,Autres souvenir[s] de la place d’Italie : une manif contre la guerre d’Algérie
Unknown,pdf,730,rue Monge,rue Monge,named_place,street,literal,Paris,,France,0.950,remontant la rue Monge et l’avenue des Gobelins
Unknown,pdf,730,avenue des Gobelins,avenue des Gobelins,named_place,street,literal,Paris,,France,0.950,remontant la rue Monge et l’avenue des Gobelins
Unknown,pdf,730,rue Linné,rue Linné,named_place,street,literal,Paris,,France,0.950,Perec habite rue Linné depuis le printemps 1974
Unknown,pdf,730,Thonon-les-Bains,Thonon-les-Bains,named_place,city,literal,Thonon-les-Bains,,France,0.950,"Du 5 au 7 octobre, Perec participe avec Bernard Queysanne à une projection d’Un homme qui dort suivie d’un débat à Thonon-les-Bains"
Unknown,pdf,730,Genève,Genève,named_place,city,literal,Genève,,Suisse,0.950,Perec transite par l’aéroport de Genève pour se rendre dans cette ville de Haute-Savoie
Unknown,pdf,730,place d’Italie,place d’Italie,named_place,square,literal,Paris,,France,0.950,Le passage par la place d’Italie pour aller à l’aéroport d’Orly
Unknown,pdf,730,aéroport d’Orly,aéroport d’Orly,named_place,transport_space,literal,Paris,,France,0.950,Le passage par la place d’Italie pour aller à l’aéroport d’Orly
Unknown,pdf,730,CHU Saint-Antoine,CHU Saint-Antoine,named_place,building,literal,Paris,,France,0.950,"Faidherbe-Chaligny, sur la ligne 8, est la station la plus proche du CHU Saint-Antoine où travaille Perec"
Unknown,pdf,730,station Daumesnil,station Daumesnil,named_place,building,literal,Paris,,France,0.950,"à la station Daumesnil, sur la même ligne"
Unknown,pdf,732,Bar du Pont-Royal,Bar du Pont-Royal,named_place,commercial_space,literal,Paris,,France,0.950,Mentionné dans le contexte d'un texte programmé pour novembre 1973.
Unknown,pdf,731,place d’Italie,place d’Italie,named_place,square,literal,Paris,,France,0.950,des tours et immeubles de la vaste opération immobilière menée de 1961 à 1974 entre la place d’Italie et la Seine
Unknown,pdf,731,Seine,Seine,named_place,natural_feature,literal,,,France,0.950,entre la place d’Italie et la Seine
Unknown,pdf,731,boulevard Vincent-Auriol,boulevard Vincent-Auriol,named_place,street,literal,Paris,,France,0.950,l’une des trois tours à base pyramidale situées sur le boulevard Vincent-Auriol
Unknown,pdf,731,boulevard Blanqui,boulevard Blanqui,named_place,street,literal,Paris,,France,0.950,"celle du boulevard Blanqui, où habita Michel Rigout"
Unknown,pdf,731,rue Blainville,rue Blainville,named_place,street,metaphorical,Paris,,France,0.800,"celle de la rue Blainville (la « rue Blainville » dont parle ici Perec par métonymie entre guillemets, devenue un cinéma)"
Unknown,pdf,731,maison,maison,generic_spatial_entity,domestic_space,literal,,,,0.950,Perec évoque ici deux maisons d’étudiants
Unknown,pdf,731,avenue de Ségur,avenue de Ségur,named_place,street,literal,Paris,,France,0.950,Fin de l’avenue de Ségur vers midi
Unknown,pdf,729,métro aérien,métro aérien,generic_spatial_entity,transport_space,literal,,,,0.950,"À peine plus loin, à la réémergence du métro aérien."
Unknown,pdf,729,Corvisart,Corvisart,named_place,other,literal,Paris,,France,0.950,à la réémergence du métro aérien (juste avant Corvisart ?)
Unknown,pdf,729,escalier du métro,escalier du métro,generic_spatial_entity,circulation,literal,,,,0.950,"Un peu plus loin, scène de l’escalier du métro (Glacière ?)"
Unknown,pdf,729,Glacière,Glacière,named_place,other,literal,Paris,,France,0.950,scène de l’escalier du métro (Glacière ?)
Unknown,pdf,729,place d’Italie,place d’Italie,named_place,square,literal,Paris,,France,0.950,"À part cela, place d’Italie, je n’ai pas grand-chose à y faire."
Unknown,pdf,729,Maison d’étudiants,Maison d’étudiants,named_place,building,literal,,,,0.800,La Maison d’étudiants où vécut Michel Rigout.
Unknown,pdf,729,avenue des Gobelins,avenue des Gobelins,named_place,street,literal,Paris,,France,0.950,"en allant voir, avenue des Gobelins, le film Mardi, ça saignera."
Unknown,pdf,729,Jaunay-Clan,Jaunay-Clan,named_place,other,literal,,,,0.800,à Jaunay-Clan dans la famille de Philippe Guérinat.
Unknown,pdf,729,rue Blainville,rue Blainville,named_place,street,literal,Paris,,France,0.950,"comme a disparu la « rue Blainville », qui est maintenant un cinéma."
Unknown,pdf,729,cinéma,cinéma,generic_spatial_entity,public_space,literal,,,,0.800,qui est maintenant un cinéma – je suis allé y voir 2001 à la fin juillet.
Unknown,pdf,729,Gobelins,Gobelins,named_place,district,literal,Paris,,France,0.950,Les cinémas des Gobelins ont bien changé.
Unknown,pdf,729,Lyon,Lyon,named_place,city,literal,Lyon,,France,0.950,Nous sommes au-dessus de Lyon.
Unknown,pdf,729,L’Escurial,L’Escurial,named_place,building,literal,,,,0.800,"Il y a un cinéma, « L’Escurial »."
Unknown,pdf,729,boulevard Saint-Germain,boulevard Saint-Germain,named_place,street,literal,Paris,,France,0.950,au coin du boulevard Saint-Germain et de la rue du Bac.
Unknown,pdf,729,rue du Bac,rue du Bac,named_place,street,literal,Paris,,France,0.950,au coin du boulevard Saint-Germain et de la rue du Bac.
Unknown,pdf,734,rue Julien-Lacroix,rue Julien-Lacroix,named_place,street,literal,Paris,,France,0.950,Tas d’ordures non ramassées (soldats du contingent rue Julien-Lacroix)
Unknown,pdf,734,ville de Paris,ville de Paris,named_place,city,literal,Paris,,France,0.950,Bulletin municipal officiel de la ville de Paris 25-26-27 août 1974
Unknown,pdf,734,espace libre public,espace libre public,generic_spatial_entity,public_space,literal,Paris,,France,0.800,Création d’un espace libre public à Paris 20e
Unknown,pdf,733,Jussieu,Jussieu,named_place,other,literal,Paris,Île-de-France,France,0.950,Arrivé en métro de Jussieu jusqu’à Belleville.
Unknown,pdf,733,Belleville,Belleville,named_place,district,literal,Paris,Île-de-France,France,0.950,Arrivé en métro de Jussieu jusqu’à Belleville.
Unknown,pdf,733,rue des Couronnes,rue des Couronnes,named_place,street,literal,Paris,Île-de-France,France,0.950,Longé la rue des Couronnes (HLM terminés).
Unknown,pdf,733,Besnard Confection,Besnard Confection,named_place,building,literal,Paris,Île-de-France,France,0.950,« Besnard Confection » fermé au 5.
Unknown,pdf,733,Marcel’s,Marcel’s,named_place,building,literal,Paris,Île-de-France,France,0.950,Restaurant-bar « Marcel’s » fermé au 9.
Unknown,pdf,733,la dernière maison,maison,generic_spatial_entity,building,literal,,,,0.800,La dernière maison du côté impair est le 25 : éventré.
Unknown,pdf,733,Café Hôtel,Café Hôtel,named_place,building,literal,,,,0.800,Café Hôtel.
Unknown,pdf,733,Julien-L[acroix] / Vilin,Julien-Lacroix / Vilin,named_place,other,literal,Paris,Île-de-France,France,0.800,"Le coin impair Julien-L[acroix] / Vilin muré (vers le haut), démoli."
Unknown,pdf,735,rue Vilin,rue Vilin,named_place,street,literal,Paris,,France,0.950,Au croisement de la rue Vilin et de la rue Julien-Lacroix
Unknown,pdf,735,rue Julien-Lacroix,rue Julien-Lacroix,named_place,street,literal,Paris,,France,0.950,Au croisement de la rue Vilin et de la rue Julien-Lacroix
Unknown,pdf,735,immeuble,immeuble,generic_spatial_entity,building,literal,,,,0.800,l’autre par un immeuble entièrement muré
Unknown,pdf,735,café hôtels,café hôtels,generic_spatial_entity,commercial_space,literal,,,,0.800,Le 18 et le 22 sont des cafés hôtels encore debout
Unknown,pdf,736,rue Saint-Louis,rue Saint-Louis,named_place,street,literal,Paris,,France,0.950,Il y a plus de quatre ans aujourd’hui que je ne suis allé chez S[uzanne] rue Saint-Louis (au n° 13).
Unknown,pdf,736,île Saint-Louis,île Saint-Louis,named_place,other,literal,Paris,,France,0.950,Depuis ce temps mes souvenirs de l’île Saint-Louis sont liés non plus à S[uzanne] mais à B[arbara].
Unknown,pdf,736,quai de Béthune,quai de Béthune,named_place,street,literal,Paris,,France,0.950,"Barbara Keseljevic (que Perec voit beaucoup en 1974 et qui vit quai de Béthune, donc également sur l’île Saint-Louis)."
Unknown,pdf,739,rue de la Gaîté,rue de la Gaîté,named_place,street,literal,Paris,,France,0.950,transformation immobilières parisiennes du début des années soixante-dix
Unknown,pdf,739,rue Vilin,rue Vilin,named_place,street,literal,Paris,,France,0.950,transformations immobilières parisiennes du début des années soixante-dix
Unknown,pdf,739,place d’Italie,place d’Italie,named_place,square,literal,Paris,,France,0.950,autour de la place d’Italie
Unknown,pdf,738,avenue d’Italie,avenue d’Italie,named_place,street,literal,Paris,,France,0.950,Un peu plus tard au Brasserie « Le Rozes » (avenue d’Italie).
Unknown,pdf,738,avenue de la Sœur-Rosalie,avenue de la Sœur-Rosalie,named_place,street,literal,Paris,,France,0.950,Probable que c’est elle qui se réinstalle avenue de la Sœur-Rosalie.
Unknown,pdf,738,Rue Bobillot,Rue Bobillot,named_place,street,literal,Paris,,France,0.950,"Sur la Rue Bobillot, les travaux ont déjà commencé."
Unknown,pdf,738,trottoir,trottoir,generic_spatial_entity,public_space,literal,,,,0.800,"Sur le trottoir, juste en face du café."
Unknown,pdf,738,café,café,generic_spatial_entity,commercial_space,literal,,,,0.800,"Juste en face du café, une fontaine Wallace."
Unknown,pdf,738,Institut néerlandais,Institut néerlandais,named_place,institution,literal,,,,0.800,Une affiche belle de l’Institut néerlandais pour Willem Buytewech.
Unknown,pdf,742,Saint-Dyé-sur-Loire,Saint-Dyé-sur-Loire,named_place,city,literal,Saint-Dyé-sur-Loire,,France,0.950,Mentioned as a location in the text.
Unknown,pdf,737,Place d’Italie,Place d’Italie,named_place,square,literal,Paris,Île-de-France,France,0.950,Venant de la rue Linné à pied.
Unknown,pdf,737,rue Linné,rue Linné,named_place,street,literal,Paris,Île-de-France,France,0.950,Venant de la rue Linné à pied.
Unknown,pdf,737,avenue des Gobelins,avenue des Gobelins,named_place,street,literal,Paris,Île-de-France,France,0.950,Cinémas de l’avenue des Gobelins.
Unknown,pdf,737,avenue de Choisy,avenue de Choisy,named_place,street,literal,Paris,Île-de-France,France,0.950,Au fond (avenue de Choisy et ?) deux grands groupes d’immeubles.
Unknown,pdf,737,rue Bobillot,rue Bobillot,named_place,street,literal,Paris,Île-de-France,France,0.950,Kiosque à journaux (entre la rue Bobillot et l’avenue d’Italie).
Unknown,pdf,737,avenue d’Italie,avenue d’Italie,named_place,street,literal,Paris,Île-de-France,France,0.950,Kiosque à journaux (entre la rue Bobillot et l’avenue d’Italie).
Unknown,pdf,737,avenue de la Sœur-Rosalie,avenue de la Sœur-Rosalie,named_place,street,literal,Paris,Île-de-France,France,0.950,"Tout à gauche, cars d’Air France (avenue de la Sœur-Rosalie)."
Unknown,pdf,737,porte d’Italie,porte d’Italie,generic_spatial_entity,threshold,literal,Paris,Île-de-France,France,0.800,"Quant aux cars, ils s’arrêtent désormais porte d’Italie."
Unknown,pdf,737,immeuble du 103,immeuble du 103,generic_spatial_entity,building,literal,Paris,Île-de-France,France,0.800,"On refait, ou répare, la porte de l’immeuble du 103."
Unknown,pdf,740,Ljubljana en Yougoslavie,Ljubljana,named_place,city,literal,Ljubljana,,Yougoslavie,0.950,colloque d’écrivains à Ljubljana en Yougoslavie
Unknown,pdf,740,Bruxelles,Bruxelles,named_place,city,literal,Bruxelles,,Belgique,0.950,Europalia de Bruxelles
Unknown,pdf,740,Sarrebruck,Sarrebruck,named_place,city,literal,Sarrebruck,,Allemagne,0.950,radio sarroise à Sarrebruck
Unknown,pdf,740,bureau,bureau,generic_spatial_entity,work_space,literal,,,,0.950,collaboration continuée avec le Bureau des lectures radiophoniques
Unknown,pdf,740,France Culture,France Culture,named_place,institution,literal,,,France,0.950,Poésie ininterrompue pour France Culture
Unknown,pdf,740,la forêt,la forêt,generic_spatial_entity,natural_feature,literal,,,,0.800,"documentaire ethnologique canadien, Ahô ! Les hommes de la forêt"
Unknown,pdf,746,métro Gaîté,métro Gaîté,named_place,transport_space,literal,Paris,Île-de-France,France,0.950,le métro Gaîté
Unknown,pdf,746,métro Edgar-Quinet,métro Edgar-Quinet,named_place,transport_space,literal,Paris,Île-de-France,France,0.950,c’est évidemment le métro Edgar-Quinet
Unknown,pdf,746,rue du Montparnasse,rue du Montparnasse,named_place,street,literal,Paris,Île-de-France,France,0.950,la rue du Montparnasse c’est bel et bien la rue du Montparnasse
Unknown,pdf,746,rue Vilin,rue Vilin,named_place,street,literal,Paris,Île-de-France,France,0.950,un sixième « réel » de la rue Vilin
Unknown,pdf,744,métro Gaîté,métro Gaîté,named_place,transport_space,literal,Paris,Île-de-France,France,0.950,Le métro Gaîté se trouve au croisement de plusieurs rues.
Unknown,pdf,744,boulevard Edgar-Quinet,boulevard Edgar-Quinet,named_place,street,literal,Paris,Île-de-France,France,0.950,Le métro Gaîté se trouve au croisement de plusieurs rues : le boulevard Edgar-Quinet.
Unknown,pdf,744,rue Delambre,rue Delambre,named_place,street,literal,Paris,Île-de-France,France,0.950,"Au coin Edgar-Quinet-Delambre, une pharmacie."
Unknown,pdf,744,rue du Montparnasse,rue du Montparnasse,named_place,street,literal,Paris,Île-de-France,France,0.950,Rue du Montparnasse : rarement prise.
Unknown,pdf,744,rue d’Odessa,rue d’Odessa,named_place,street,literal,Paris,Île-de-France,France,0.950,"Rue d’Odessa : tout en bas, un cinéma."
Unknown,pdf,744,rue de la Gaîté,rue de la Gaîté,named_place,street,literal,Paris,Île-de-France,France,0.950,Un glacier rue de la Gaîté.
Unknown,pdf,744,restaurant japonais,restaurant japonais,generic_spatial_entity,commercial_space,literal,,,,0.800,"Rue Delambre : « Le Rosebud », un restaurant japonais."
Unknown,pdf,744,café,café,generic_spatial_entity,commercial_space,literal,,,,0.800,Des cafés.
Unknown,pdf,745,Gaîté Montparnasse,Gaîté Montparnasse,named_place,building,literal,Paris,Île-de-France,France,0.950,Le petit tabac à côté de la « Gaîté Montparnasse ».
Unknown,pdf,745,Théâtre Montparnasse Gaston Baty,Théâtre Montparnasse Gaston Baty,named_place,building,literal,Paris,Île-de-France,France,0.950,"Le café (ils sont même deux, [l’]un jouxtant l’autre en face dans la petite impasse) à côté du « Théâtre Montparnasse Gaston Baty »."
Unknown,pdf,745,avenue du Maine,avenue du Maine,named_place,street,literal,Paris,Île-de-France,France,0.950,"« Les Mousquetaires », plus loin, avenue du Maine, café favori du père de J[acques] L[ederer] qui y jouait au billard."
Unknown,pdf,745,Faubourg-Saint-Antoine,Faubourg-Saint-Antoine,named_place,street,literal,Paris,Île-de-France,France,0.950,"Au début : passe aujourd’hui les mêmes programmes qu’un cinéma au début du Faubourg-Saint-Antoine, généralement des pornos."
Unknown,pdf,745,impasse,impasse,generic_spatial_entity,public_space,literal,,,,0.800,Dans l’impasse : spécialisé dans les vieux westerns et thrillers.
Unknown,pdf,745,librairie,librairie,generic_spatial_entity,commercial_space,literal,,,,0.800,Magasins : Une librairie aujourd’hui disparue.
Unknown,pdf,745,magasin de chaussures,magasin de chaussures,generic_spatial_entity,commercial_space,literal,,,,0.800,Un magasin de chaussures dont Paulette a rencontré dans le train la gérante.
Unknown,pdf,745,Prisunic,Prisunic,named_place,building,literal,,,,0.800,Une espèce de Prisunic fermé depuis longtemps où la mère de J[acques] L[ederer] a été vendeuse pendant quelques mois.
Unknown,pdf,745,Boulangerie,Boulangerie,generic_spatial_entity,commercial_space,literal,,,,0.800,"Boulangerie, glacier, marchande de bonbons."
Unknown,pdf,750,Garage Junot,Garage Junot,named_place,commercial_space,literal,Paris,,France,0.950,Dans le texte 44 est signalé un « Garage Junot » mais au n° 31.
Unknown,pdf,750,Laverie Junot,Laverie Junot,named_place,commercial_space,literal,Paris,,France,0.950,"Probablement la « Laverie Junot », déjà mentionnée dans les précédents « réels » de Junot."
Unknown,pdf,747,Ljubljana,Ljubljana,named_place,city,literal,Ljubljana,,Yougoslavie,0.950,Voyages professionnels (colloque d’écrivains à Ljubljana en Yougoslavie)
Unknown,pdf,747,Bruxelles,Bruxelles,named_place,city,literal,Bruxelles,,Belgique,0.950,Participation à l’hommage rendu à Queneau par l’Oulipo lors des Europalia de Bruxelles
Unknown,pdf,747,Sarrebruck,Sarrebruck,named_place,city,literal,Sarrebruck,,Allemagne,0.950,Lecture d’extraits de W ou le souvenir d’enfance pour la radio sarroise à Sarrebruck
Unknown,pdf,747,Loir-et-Cher,Loir-et-Cher,named_place,region,literal,,Loir-et-Cher,France,0.950,Commune du Loir-et-Cher proche de Chambord
Unknown,pdf,747,Chambord,Chambord,named_place,other,literal,,Loir-et-Cher,France,0.950,Où Jacqueline de Guitaut louait une résidence secondaire et où Perec séjourna plusieurs fois
Unknown,pdf,747,boulevard Edgar-Quinet,boulevard Edgar-Quinet,named_place,street,literal,Paris,,France,0.950,"Pour le boulevard Edgar-Quinet, voir le texte 99, n. 12"
Unknown,pdf,747,rue du Montparnasse,rue du Montparnasse,named_place,street,literal,Paris,,France,0.950,C’est bien la rue du Montparnasse qui aboutit à ce carrefour
Unknown,pdf,751,place Jussieu,place Jussieu,named_place,square,literal,Paris,,France,0.950,Souvenirs de la place Jussieu
Unknown,pdf,751,hôpital Saint-Antoine,hôpital Saint-Antoine,named_place,building,literal,Paris,,France,0.950,au tabac en face de l’hôpital Saint-Antoine
Unknown,pdf,751,métro,métro,generic_spatial_entity,transport_space,literal,Paris,,France,0.800,les titres à l’étalage du marchand de journaux près du métro
Unknown,pdf,751,rue Linné,rue Linné,named_place,street,literal,Paris,,France,0.950,"acheter deux trois bricoles alimentaires à la « Laiterie Parisienne » (rue Linné, numéros impairs)"
Unknown,pdf,749,rue Caulaincourt,rue Caulaincourt,named_place,street,literal,Paris,,France,0.950,travaux de canalisation rue Caulaincourt
